,rule_id,rule_set,description,smarts,rule_set_name,priority,mincount,source,catalog_description
571,571,4,phthalimide_misc(2),[#7]-2(-[#6](=[#8])-c:1:c(:c(:c(:c(:c:1-[#1])-[#6](=[#8])-[#8]-[#1])-[#1])-[#1])-[#6]-2=[#8])-c:3:c(:c:c(:c(:c:3)-[#1])-[#8])-[#1],PAINS,6,1,ChEMBL,PAINS filters
572,572,4,sulfonamide_D(2),c:1:c:c(:c:c:c:1-[#7](-[#1])-[#16](=[#8])=[#8])-[#7](-[#1])-[#16](=[#8])=[#8],PAINS,6,1,ChEMBL,PAINS filters
573,573,4,anil_NH_alk_C(2),[#6](-[#1])-[#7](-[#1])-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-[#1])-[#1])-[#7](-[#1])-[#6]-[#1],PAINS,6,1,ChEMBL,PAINS filters
574,574,4,het_65_E(2),s1c(c(c-2c1-[#7](-[#1])-[#6](-[#6](=[#6]-2-[#1])-[#6](=[#8])-[#8]-[#1])=[#8])-[#7](-[#1])-[#1])-[#6](=[#8])-[#7]-[#1],PAINS,6,1,ChEMBL,PAINS filters
575,575,4,hzide_naphth(2),c:2(:c:1:c(:c(:c(:c(:c:1:c(:c(:c:2-[#1])-[#1])-[#1])-[#1])-[#7](-[#1])-[#7](-[#1])-[#6]=[#8])-[#1])-[#1])-[#1],PAINS,6,1,ChEMBL,PAINS filters
576,576,4,anisol_B(2),[#6](-[#1])(-[#1])-c:1:c(:c(:c(:c(:c:1-[#8]-[#6](-[#1])-[#1])-[#1])-[#1])-[#6](-[#1])(-[#1])-[#7](-[#1])-[#6;X4])-[#1],PAINS,6,1,ChEMBL,PAINS filters
577,577,4,thio_carbam_ene(2),[#6]-1=[#6]-[#7]-[#6](-[#16]-[#6;X4]-1)=[#16],PAINS,6,1,ChEMBL,PAINS filters
578,578,4,thio_amide_D(2),[#6](-[#7](-[#6]-[#1])-[#6]-[#1]):[#6]-[#7](-[#1])-[#6](=[#16])-[#6]-[#1],PAINS,6,1,ChEMBL,PAINS filters
579,579,4,het_65_Da(2),n2nc(c1cccc1c2-[#6])-[#6],PAINS,6,1,ChEMBL,PAINS filters
580,580,4,thiophene_D(2),s:1:c(:c(-[#1]):c(:c:1-[#6](=[#8])-[#7](-[#1])-[#7]-[#1])-[#8]-[#6](-[#1])-[#1])-[#1],PAINS,6,1,ChEMBL,PAINS filters
581,581,4,het_thio_6_ene(2),[#6]-1:[#6]-[#7]=[#6]-[#6](=[#6]-[#7]-[#6])-[#16]-1,PAINS,6,1,ChEMBL,PAINS filters
582,582,4,cyano_keto_A(2),[#6](-[#1])(-[#1])-[#6](-[#1])(-[#6]#[#7])-[#6](=[#8])-[#6],PAINS,6,1,ChEMBL,PAINS filters
583,583,4,anthranil_acid_C(2),"c2(c(-[#7](-[#1])-[#1])n(-c:1:c:c:c:c:c:1-[#6](=[#8])-[#8]-[#1])nc2-[#6]=[#8])-[$([#6]#[#7]),$([#6]=[#16])]",PAINS,6,1,ChEMBL,PAINS filters
584,584,4,naphth_amino_C(2),c:2:c:1:c:c:c:c-3:c:1:c(:c:c:2)-[#7](-[#7]=[#6]-3)-[#1],PAINS,6,1,ChEMBL,PAINS filters
585,585,4,naphth_amino_D(2),c:2:c:1:c:c:c:c-3:c:1:c(:c:c:2)-[#7]-[#7]=[#7]-3,PAINS,6,1,ChEMBL,PAINS filters
586,586,4,thiazole_amine_G(2),c1csc(n1)-[#7]-[#7]-[#16](=[#8])=[#8],PAINS,6,1,ChEMBL,PAINS filters
587,587,4,het_66_B(2),c:1:c:c:c:2:c(:c:1):n:c(:n:c:2)-[#7](-[#1])-[#6]-3=[#7]-[#6](-[#6]=[#6]-[#7]-3-[#1])(-[#6](-[#1])-[#1])-[#6](-[#1])-[#1],PAINS,6,1,ChEMBL,PAINS filters
588,588,4,coumarin_A(2),c:1-3:c(:c(:c(:c(:c:1)-[#8]-[#6]-[#1])-[#1])-[#1])-c:2:c(:c(:c(:c(:c:2-[#1])-[#1])-[#8]-[#6](-[#1])-[#1])-[#1])-[#6](=[#8])-[#8]-3,PAINS,6,1,ChEMBL,PAINS filters
589,589,4,anthranil_acid_D(2),c:12:c(:c:c:c:n:1)c(c(-[#6](=[#8])~[#8;X1])s2)-[#7](-[#1])-[#1],PAINS,6,1,ChEMBL,PAINS filters
590,590,4,het_66_C(2),c:1:2:n:c(:c(:n:c:1:[#6]:[#6]:[#6]:[!#1]:2)-[#6](-[#1])=[#6](-[#8]-[#1])-[#6])-[#6](-[#1])=[#6](-[#8]-[#1])-[#6],PAINS,6,1,ChEMBL,PAINS filters
591,591,4,thiophene_amino_E(2),c1csc(c1-[#7](-[#1])-[#1])-[#6](-[#1])=[#6](-[#1])-c2cccs2,PAINS,6,1,ChEMBL,PAINS filters
592,592,4,het_6666_A(2),c:2:c:c:1:n:c:3:c(:n:c:1:c:c:2):c:c:c:4:c:3:c:c:c:c:4,PAINS,6,1,ChEMBL,PAINS filters
593,593,4,sulfonamide_E(2),[#6]:[#6]-[#7](-[#1])-[#16](=[#8])(=[#8])-[#7](-[#1])-[#6]:[#6],PAINS,6,1,ChEMBL,PAINS filters
594,594,4,anil_di_alk_K(2),c:1:c:c(:c:c:c:1-[#7](-[#1])-[#1])-[#7](-[#6;X3])-[#6;X3],PAINS,6,1,ChEMBL,PAINS filters
595,595,4,het_5_C(2),"[#7]-2=[#6](-c:1:c:c:c:c:c:1)-[#6](-[#1])(-[#1])-[#6](-[#8]-[#1])(-[#6](-[#9])(-[#9])-[#9])-[#7]-2-[$([#6]:[#6]:[#6]:[#6]:[#6]:[#6]),$([#6](=[#16])-[#6]:[#6]:[#6]:[#6]:[#6]:[#6])]",PAINS,6,1,ChEMBL,PAINS filters
596,596,4,ene_six_het_B(2),c:1:c(:c:c:c:c:1)-[#6](=[#8])-[#6](-[#1])=[#6]-3-[#6](=[#8])-[#7](-[#1])-[#6](=[#8])-[#6](=[#6](-[#1])-c:2:c:c:c:c:c:2)-[#7]-3-[#1],PAINS,6,1,ChEMBL,PAINS filters
597,597,4,steroid_A(2),[#8]=[#6]-4-[#6]-[#6]-[#6]-3-[#6]-2-[#6](=[#8])-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-1-[#6]-2-[#6]-[#6]-[#6]-3=[#6]-4,PAINS,6,1,ChEMBL,PAINS filters
598,598,4,het_565_A(2),c:1:2:c:3:c(:c(-[#8]-[#1]):c(:c:1:c(:c:n:2-[#6])-[#6]=[#8])-[#1]):n:c:n:3,PAINS,6,1,ChEMBL,PAINS filters
599,599,4,thio_imine_ium(2),[#6;X4]-[#7+](-[#6;X4]-[#8]-[#1])=[#6]-[#16]-[#6]-[#1],PAINS,6,1,ChEMBL,PAINS filters
600,600,4,anthranil_acid_E(2),[#6]-3(=[#8])-[#6](=[#6](-[#1])-[#7](-[#1])-c:1:c:c:c:c:c:1-[#6](=[#8])-[#8]-[#1])-[#7]=[#6](-c:2:c:c:c:c:c:2)-[#8]-3,PAINS,6,1,ChEMBL,PAINS filters
601,601,4,hzone_furan_B(2),"c:1(:c(:c(:c(:o:1)-[$([#1]),$([#6](-[#1])-[#1])])-[#1])-[#1])-[#6](-[$([#1]),$([#6](-[#1])-[#1])])=[#7]-[#7](-[#1])-c:2:c:c:n:c:c:2",PAINS,6,1,ChEMBL,PAINS filters
602,602,4,thiophene_E(2),"c:1(:c(:c(:c(:s:1)-[$([#1]),$([#6](-[#1])-[#1])])-[#1])-[#1])-[#6](-[$([#1]),$([#6](-[#1])-[#1])])-[#6](=[#8])-[#7](-[#1])-c:2:n:c:c:s:2",PAINS,6,1,ChEMBL,PAINS filters
603,603,4,ene_misc_B(2),[#6]:[#6]-[#6](-[#1])(-[#1])-[#6](-[#1])(-[#6]=[#8])-[#7]-2-[#6](=[#8])-[#6]-1(-[#1])-[#6](-[#1])(-[#1])-[#6]=[#6]-[#6](-[#1])(-[#1])-[#6]-1(-[#1])-[#6]-2=[#8],PAINS,6,1,ChEMBL,PAINS filters
604,604,4,het_thio_5_B(2),[#6]-1(-[#6]=[#8])(-[#6]:[#6])-[#16;X2]-[#6]=[#7]-[#7]-1-[#1],PAINS,6,1,ChEMBL,PAINS filters
605,605,4,thiophene_amino_F(2),[#7](-[#1])(-[#1])-c:1:c(:c(:c(:s:1)-[#7](-[#1])-[#6](=[#8])-c:2:c:c:c:c:c:2)-[#6]#[#7])-[#6]:3:[!#1]:[!#1]:[!#1]:[!#1]:[!#1]:3,PAINS,6,1,ChEMBL,PAINS filters
606,606,4,anil_OC_alk_D(2),"[#6](-[#1])(-[#1])-[#8]-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-[#6](-[#1])-[#1])-[#1])-[#7](-[#1])-[#6](-[#1])(-[#1])-c:2:c:c:c:c:c:2-[$([#6](-[#1])-[#1]),$([#8]-[#6](-[#1])-[#1])]",PAINS,6,1,ChEMBL,PAINS filters
607,607,4,tert_butyl_A(2),[#6](-[#1])(-[#1])(-[#1])-[#6](-[#6](-[#1])(-[#1])-[#1])(-[#6](-[#1])(-[#1])-[#1])-c:1:c(:c:c(:c(:c:1-[#1])-[#6](-[#6](-[#1])(-[#1])-[#1])(-[#6](-[#1])(-[#1])-[#1])-[#6](-[#1])(-[#1])-[#1])-[#8]-[#6](-[#1])-[#7])-[#1],PAINS,6,1,ChEMBL,PAINS filters
608,608,4,thio_urea_J(2),c:1(:c(:o:c:c:1)-[#6]-[#1])-[#6]=[#7]-[#7](-[#1])-[#6](=[#16])-[#7]-[#1],PAINS,6,1,ChEMBL,PAINS filters
609,609,4,het_thio_65_B(2),[#7](-[#1])-c1nc(nc2nnc(n12)-[#16]-[#6])-[#7](-[#1])-[#6],PAINS,6,1,ChEMBL,PAINS filters
610,610,4,coumarin_B(2),c:1-2:c(:c:c:c:c:1-[#6](-[#1])(-[#1])-[#6](-[#1])=[#6](-[#1])-[#1])-[#6](=[#6](-[#6](=[#8])-[#7](-[#1])-[#6]:[#6])-[#6](=[#8])-[#8]-2)-[#1],PAINS,6,1,ChEMBL,PAINS filters
611,611,4,thio_urea_K(2),[#6]-2(=[#16])-[#7]-1-[#6]:[#6]-[#7]=[#7]-[#6]-1=[#7]-[#7]-2-[#1],PAINS,6,1,ChEMBL,PAINS filters
612,612,4,thiophene_amino_G(2),[#6]:[#6]:[#6]:[#6]:[#6]:[#6]-c:1:c:c(:c(:s:1)-[#7](-[#1])-[#6](=[#8])-[#6])-[#6](=[#8])-[#8]-[#1],PAINS,6,1,ChEMBL,PAINS filters
613,613,4,anil_NH_alk_D(2),[#7](-[#1])(-[#1])-c:1:c(:c(:c(:c:c:1-[#7](-[#1])-[#6](-[#1])(-[#6])-[#6](-[#1])-[#6](-[#1])-[#1])-[#1])-[#1])-[#1],PAINS,6,1,ChEMBL,PAINS filters
614,614,4,het_thio_5_C(2),[#16]=[#6]-2-[#7](-[#1])-[#7]=[#6](-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-[#8]-[#6](-[#1])-[#1])-[#1])-[#1])-[#8]-2,PAINS,6,1,ChEMBL,PAINS filters
615,615,4,thio_keto_het(2),[#16]=[#6]-c:1:c:c:c:2:c:c:c:c:n:1:2,PAINS,6,1,ChEMBL,PAINS filters
616,616,4,het_thio_N_5B(2),[#6]~1~[#6](~[#7]~[#7]~[#6](~[#6](-[#1])-[#1])~[#6](-[#1])-[#1])~[#7]~[#16]~[#6]~1,PAINS,6,1,ChEMBL,PAINS filters
617,617,4,quinone_D(2),[#6]-1(-[#6]=:[#6]-[#6]=:[#6]-[#6]-1=[!#6&!#1])=[!#6&!#1],PAINS,6,1,ChEMBL,PAINS filters
618,618,4,anil_di_alk_furan_B(2),[#6](-[#1])(-[#1])-[#7](-[#6](-[#1])-[#1])-c:1:c(-[#1]):c(:c(:o:1)-[#6](-[#1])=[#6]-[#6]#[#7])-[#1],PAINS,6,1,ChEMBL,PAINS filters
619,619,4,ene_six_het_C(2),[#8]=[#6]-1-[#6]:[#6]-[#6](-[#1])(-[#1])-[#7]-[#6]-1=[#6]-[#1],PAINS,6,1,ChEMBL,PAINS filters
620,620,4,het_55_A(2),[#6]:[#6]-[#7]:2:[#7]:[#6]:1-[#6](-[#1])(-[#1])-[#16;X2]-[#6](-[#1])(-[#1])-[#6]:1-[#6]:2-[#7](-[#1])-[#6](=[#8])-[#6](-[#1])=[#6]-[#1],PAINS,6,1,ChEMBL,PAINS filters
621,621,4,het_thio_65_C(2),n:1:c(:n(:c:2:c:1:c:c:c:c:2)-[#6](-[#1])-[#1])-[#16]-[#6](-[#1])(-[#1])-[#6](=[#8])-[#7](-[#1])-[#7]=[#6](-[#1])-[#6](-[#1])=[#6]-[#1],PAINS,6,1,ChEMBL,PAINS filters
622,622,4,hydroquin_A(2),c:1(:c:c(:c(:c:c:1)-[#8]-[#1])-[#6](=!@[#6]-[#7])-[#6]=[#8])-[#8]-[#1],PAINS,6,1,ChEMBL,PAINS filters
623,623,4,anthranil_acid_F(2),c:1(:c:c(:c(:c:c:1)-[#7](-[#1])-[#6](=[#8])-[#6]:[#6])-[#6](=[#8])-[#8]-[#1])-[#8]-[#1],PAINS,6,1,ChEMBL,PAINS filters
624,624,4,pyrrole_I(2),n2(-[#6](-[#1])-[#1])c-1c(-[#6]:[#6]-[#6]-1=[#8])cc2-[#6](-[#1])-[#1],PAINS,6,1,ChEMBL,PAINS filters
625,625,4,thiophene_amino_H(2),[#6](-[#1])-[#7](-[#1])-c:1:c(:c(:c(:s:1)-[#6]-[#1])-[#6]-[#1])-[#6](=[#8])-[#7](-[#1])-[#6]:[#6],PAINS,6,1,ChEMBL,PAINS filters
626,626,4,imine_one_fives_C(2),[#6]:[#6]-[#7;!R]=[#6]-2-[#6](=[!#6&!#1])-c:1:c:c:c:c:c:1-[#7]-2,PAINS,6,1,ChEMBL,PAINS filters
627,627,4,keto_phenone_zone_A(2),c:1:c:c:c:c:c:1-[#6](=[#8])-[#7](-[#1])-[#7]=[#6]-3-c:2:c:c:c:c:c:2-c:4:c:c:c:c:c-3:4,PAINS,6,1,ChEMBL,PAINS filters
628,628,4,dyes7A(2),c:1:c(:c:c:c:c:1)-[#7](-[#6](-[#1])-[#1])-[#6](-[#1])=[#6](-[#1])-[#6]=!@[#6](-[#1])-[#6](-[#1])=[#6]-[#6]=@[#7]-c:2:c:c:c:c:c:2,PAINS,6,1,ChEMBL,PAINS filters
629,629,4,het_pyridiniums_B(2),[#6]:1:2:[!#1]:[#7+](:[!#1]:[#6](:[!#1]:1:[#6]:[#6]:[#6]:[#6]:2)-[*])~[#6]:[#6],PAINS,6,1,ChEMBL,PAINS filters
630,630,4,het_5_D(2),[#7]-2(-c:1:c:c:c:c:c:1)-[#7]=[#6](-[#6](-[#1])-[#1])-[#6](-[#1])(-[#16]-[#6])-[#6]-2=[#8],PAINS,6,1,ChEMBL,PAINS filters
631,631,4,thiazole_amine_H(1),c:1:c:c:c(:c:c:1-[#7](-[#1])-c2nc(c(-[#1])s2)-c:3:c:c:c(:c:c:3)-[#6](-[#1])(-[#6]-[#1])-[#6]-[#1])-[#6](=[#8])-[#8]-[#1],PAINS,6,1,ChEMBL,PAINS filters
632,632,4,thiazole_amine_I(1),[#6](-[#1])(-[#1])-[#7](-[#1])-[#6]=[#7]-[#7](-[#1])-c1nc(c(-[#1])s1)-[#6]:[#6],PAINS,6,1,ChEMBL,PAINS filters
633,633,4,het_thio_N_5C(1),[#6]:[#6]-[#7](-[#1])-[#6](=[#8])-c1c(snn1)-[#7](-[#1])-[#6]:[#6],PAINS,6,1,ChEMBL,PAINS filters
634,634,4,sulfonamide_F(1),[#8]=[#16](=[#8])(-[#6]:[#6])-[#7](-[#1])-c1nc(cs1)-[#6]:[#6],PAINS,6,1,ChEMBL,PAINS filters
635,635,4,thiazole_amine_J(1),[#8]=[#16](=[#8])(-[#6]:[#6])-[#7](-[#1])-[#7](-[#1])-c1nc(cs1)-[#6]:[#6],PAINS,6,1,ChEMBL,PAINS filters
636,636,4,het_65_F(1),s2c:1:n:c:n:c(:c:1c(c2-[#6](-[#1])-[#1])-[#6](-[#1])-[#1])-[#7]-[#7]=[#6]-c3ccco3,PAINS,6,1,ChEMBL,PAINS filters
637,637,4,keto_keto_beta_E(1),[#6](=[#8])-[#6](-[#1])=[#6](-[#8]-[#1])-[#6](-[#8]-[#1])=[#6](-[#1])-[#6](=[#8])-[#6],PAINS,6,1,ChEMBL,PAINS filters
638,638,4,ene_five_one_B(1),c:2(:c:1-[#6](-[#6](-[#6](-c:1:c(:c(:c:2-[#1])-[#1])-[#1])(-[#1])-[#1])=[#8])=[#6](-[#6](-[#1])-[#1])-[#6](-[#1])-[#1])-[#1],PAINS,6,1,ChEMBL,PAINS filters
639,639,4,keto_keto_beta_zone(1),[#6]:[#6]-[#7](-[#1])-[#7]=[#6](-[#6](-[#1])-[#1])-[#6](-[#1])(-[#1])-[#6](-[#6](-[#1])-[#1])=[#7]-[#7](-[#1])-[#6]:[#6],PAINS,6,1,ChEMBL,PAINS filters
640,640,4,thio_urea_L(1),[#6;X4]-[#16;X2]-[#6](=[#7]-[!#1]:[!#1]:[!#1]:[!#1])-[#7](-[#1])-[#7]=[#6],PAINS,6,1,ChEMBL,PAINS filters
641,641,4,het_thio_urea_ene(1),[#6]-1(=[#7]-[#7](-[#6](-[#16]-1)=[#6](-[#1])-[#6]:[#6])-[#6]:[#6])-[#6]=[#8],PAINS,6,1,ChEMBL,PAINS filters
642,642,4,cyano_amino_het_A(1),c:1(:c(:c:2:c(:n:c:1-[#7](-[#1])-[#1]):c:c:c(:c:2-[#7](-[#1])-[#1])-[#6]#[#7])-[#6]#[#7])-[#6]#[#7],PAINS,6,1,ChEMBL,PAINS filters
643,643,4,tetrazole_hzide(1),[!#1]:1:[!#1]:[!#1]:[!#1](:[!#1]:[!#1]:1)-[#6](-[#1])=[#6](-[#1])-[#6](-[#7](-[#1])-[#7](-[#1])-c2nnnn2-[#6])=[#8],PAINS,6,1,ChEMBL,PAINS filters
644,644,4,imine_naphthol_A(1),c:1:2:c(:c(:c(:c(:c:1:c(:c(:c(:c:2-[#1])-[#1])-[#6](=[#7]-[#6]:[#6])-[#6](-[#1])-[#1])-[#8]-[#1])-[#1])-[#1])-[#1])-[#1],PAINS,6,1,ChEMBL,PAINS filters
645,645,4,misc_anisole_A(1),c:1(:c(:c:2:c(:c(:c:1-[#8]-[#6](-[#1])-[#1])-[#1]):c(:c(:c(:c:2-[#7](-[#1])-[#6](-[#1])(-[#1])-[#1])-[#1])-c:3:c(:c(:c(:c(:c:3-[#1])-[#1])-[#8]-[#6](-[#1])-[#1])-[#8]-[#6](-[#1])-[#1])-[#1])-[#1])-[#1])-[#8]-[#6](-[#1])-[#1],PAINS,6,1,ChEMBL,PAINS filters
646,646,4,het_thio_665(1),c:1:c:c-2:c(:c:c:1)-[#16]-c3c(-[#7]-2)cc(s3)-[#6](-[#1])-[#1],PAINS,6,1,ChEMBL,PAINS filters
647,647,4,anil_di_alk_L(1),c:1:c:c:c-2:c(:c:1)-[#6](-[#6](-[#7]-2-[#6](-[#1])(-[#1])-[#6](-[#1])(-[#1])-[#7]-4-[#6](-c:3:c:c:c:c:c:3-[#6]-4=[#8])=[#8])(-[#1])-[#1])(-[#1])-[#1],PAINS,6,1,ChEMBL,PAINS filters
648,648,4,colchicine_B(1),c:1(:c:c:c(:c:c:1)-[#6]-3=[#6]-[#6](-c2cocc2-[#6](=[#6]-3)-[#8]-[#1])=[#8])-[#16]-[#6](-[#1])-[#1],PAINS,6,1,ChEMBL,PAINS filters
649,649,4,misc_aminoacid_A(1),[#6;X4]-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-[#6](=[#8])-[#7](-[#1])-[#6](-[#1])(-[#6](-[#1])(-[#1])-[#6](-[#1])(-[#1])-[#16]-[#6](-[#1])(-[#1])-[#1])-[#6](=[#8])-[#8]-[#1])-[#1])-[#1],PAINS,6,1,ChEMBL,PAINS filters
650,650,4,imidazole_amino_A(1),n:1:c(:n(:c(:c:1-c:2:c:c:c:c:c:2)-c:3:c:c:c:c:c:3)-[#7]=!@[#6])-[#7](-[#1])-[#1],PAINS,6,1,ChEMBL,PAINS filters
651,651,4,phenol_sulfite_A(1),[#6](-c:1:c:c:c(:c:c:1)-[#8]-[#1])(-c:2:c:c:c(:c:c:2)-[#8]-[#1])-[#8]-[#16](=[#8])=[#8],PAINS,6,1,ChEMBL,PAINS filters
652,652,4,het_66_D(1),c:2:c:c:1:n:c(:c(:n:c:1:c:c:2)-[#6](-[#1])(-[#1])-[#6](=[#8])-[#6]:[#6])-[#6](-[#1])(-[#1])-[#6](=[#8])-[#6]:[#6],PAINS,6,1,ChEMBL,PAINS filters
653,653,4,misc_anisole_B(1),c:1(:c(:c(:c(:c(:c:1-[#1])-[#8]-[#6](-[#1])-[#1])-[#8]-[#6](-[#1])-[#1])-[#1])-[#1])-[#6](=[#8])-[#6](-[#1])(-[#1])-[#7](-[#6](-[#1])-[#1])-c:2:c:c:c(-[#6](-[#1])-[#1])c:c:2,PAINS,6,1,ChEMBL,PAINS filters
654,654,4,tetrazole_A(1),[#6](-[#1])(-[#1])-c1nnnn1-c:2:c(:c(:c(:c(:c:2-[#1])-[#1])-[#8]-[#6](-[#1])(-[#1])-[#1])-[#1])-[#1],PAINS,6,1,ChEMBL,PAINS filters
655,655,4,het_65_G(1),[#6]-2(=[#7]-c1c(c(nn1-[#6](-[#6]-2(-[#1])-[#1])=[#8])-[#7](-[#1])-[#1])-[#7](-[#1])-[#1])-[#6],PAINS,6,1,ChEMBL,PAINS filters
656,656,4,misc_trityl_A(1),[#6](-[#6]:[#6])(-[#6]:[#6])(-[#6]:[#6])-[#16]-[#6]:[#6]-[#6](=[#8])-[#8]-[#1],PAINS,6,1,ChEMBL,PAINS filters
657,657,4,misc_pyridine_OC(1),[#8]=[#6](-c:1:c(:c(:n:c(:c:1-[#1])-[#8]-[#6](-[#1])(-[#1])-[#1])-[#8]-[#6](-[#1])(-[#1])-[#1])-[#1])-[#7](-[#1])-[#6](-[#1])(-[#6](-[#1])-[#1])-[#6](-[#1])-[#1],PAINS,6,1,ChEMBL,PAINS filters
658,658,4,het_6_hydropyridone(1),[#7]-1=[#6](-[#7](-[#6](-[#6](-[#6]-1(-[#1])-[#6]:[#6])(-[#1])-[#1])=[#8])-[#1])-[#7]-[#1],PAINS,6,1,ChEMBL,PAINS filters
659,659,4,misc_stilbene(1),[#6]-1(=[#6](-[#6](-[#6](-[#6](-[#6]-1(-[#1])-[#1])(-[#1])-[#6](=[#8])-[#6])(-[#1])-[#6](=[#8])-[#8]-[#1])(-[#1])-[#1])-[#6]:[#6])-[#6]:[#6],PAINS,6,1,ChEMBL,PAINS filters
660,660,4,misc_imidazole(1),[#6](-[#1])(-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-[Cl])-[#1])-[#1])(-c:2:c(:c(:c(:c(:c:2-[#1])-[#1])-[Cl])-[#1])-[#1])-[#8]-[#6](-[#1])(-[#1])-[#6](-[#1])(-[#1])-[#6](-[#1])(-[#1])-c3nc(c(n3-[#6](-[#1])(-[#1])-[#1])-[#1])-[#1],PAINS,6,1,ChEMBL,PAINS filters
661,661,4,anil_NH_no_alk_A(1),n:1:c(:c(:c(:c(:c:1-[#1])-[#7](-[#1])-[#1])-[#1])-[#1])-[#7](-[#1])-[#6]:[#6],PAINS,6,1,ChEMBL,PAINS filters
662,662,4,het_6_imidate_B(1),[#7](-[#1])(-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-[#1])-[#1])-[#8]-[#1])-[#6]-2=[#6](-[#8]-[#6](-[#7]=[#7]-2)=[#7])-[#7](-[#1])-[#1],PAINS,6,1,ChEMBL,PAINS filters
663,663,4,anil_alk_B(1),[#7](-[#1])(-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-[#6](-[#1])-[#1])-[#1])-[#1])-[#6](-[#1])(-[#1])-[#6](-[#1])(-[#1])-c:2:c(:c(:c(:c(:c:2-[#1])-[#1])-[#8]-[#6](-[#1])-[#1])-[#1])-[#1],PAINS,6,1,ChEMBL,PAINS filters
664,664,4,styrene_anil_A(1),c:1:c:c-3:c(:c:c:1)-c:2:c:c:c(:c:c:2-[#6]-3=[#6](-[#1])-[#6])-[#7](-[#1])-[#1],PAINS,6,1,ChEMBL,PAINS filters
665,665,4,misc_aminal_acid(1),c:1:c:c-2:c(:c:c:1)-[#7](-[#6](-[#8]-[#6]-2)(-[#6](=[#8])-[#8]-[#1])-[#6](-[#1])-[#1])-[#6](=[#8])-[#6](-[#1])-[#1],PAINS,6,1,ChEMBL,PAINS filters
666,666,4,anil_no_alk_D(1),n:1:c(:c(:c(:c(:c:1-[#7](-[#1])-[#1])-[#6](-[#1])-[#1])-[#1])-[#6](-[#1])-[#1])-[#7](-[#1])-[#1],PAINS,6,1,ChEMBL,PAINS filters
667,667,4,anil_alk_C(1),[#7](-[#1])(-c:1:c:c:c:c:c:1)-[#6](-[#6])(-[#6])-c:2:c(:c(:c(:c(:c:2-[#1])-[#1])-[#8]-[#6](-[#1])-[#1])-[#1])-[#1],PAINS,6,1,ChEMBL,PAINS filters
668,668,4,misc_anisole_C(1),[#7](-[#1])(-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-[#8]-[#6](-[#1])(-[#1])-[#1])-[#8]-[#6]-[#1])-[#1])-[#6](=[#8])-[#7](-[#1])-[#6](-[#1])(-[#1])-[#6](-[#1])(-[#1])-[#6](-[#1])(-[#1])-[#7](-[#6](-[#1])(-[#1])-[#1])-[#6]:[#6],PAINS,6,1,ChEMBL,PAINS filters
669,669,4,het_465_misc(1),c:1-2:c:c-3:c(:c:c:1-[#8]-[#6]-[#8]-2)-[#6]-[#6]-3,PAINS,6,1,ChEMBL,PAINS filters
670,670,4,anthranil_acid_G(1),c:1(:c(:c(:c(:c(:c:1-[#1])-[#1])-[#8]-[#6](-[#1])-[#1])-[#1])-[#6](=[#8])-[#8]-[#1])-[#7](-[#1])-[#6]:[#6],PAINS,6,1,ChEMBL,PAINS filters
671,671,4,anil_di_alk_M(1),c:1(:c:4:c(:n:c(:c:1-[#6](-[#1])(-[#1])-[#7]-3-c:2:c(:c(:c(:c(:c:2-[#6](-[#1])(-[#1])-[#6]-3(-[#1])-[#1])-[#1])-[#1])-[#1])-[#1])-[#1]):c(:c(:c(:c:4-[#1])-[#1])-[#1])-[#1])-[#1],PAINS,6,1,ChEMBL,PAINS filters
672,672,4,anthranil_acid_H(1),c:1:c(:c2:c(:c:c:1)c(c(n2-[#1])-[#6]:[#6])-[#6]:[#6])-[#6](=[#8])-[#8]-[#1],PAINS,6,1,ChEMBL,PAINS filters
673,673,4,thio_urea_M(1),"[#6]:[#6]-[#7](-[#6](-[#1])-[#1])-[#6](-[#1])(-[#1])-[#6](-[#1])(-[#1])-[#6](-[#1])(-[#1])-[#7](-[#1])-[#6](=[#16])-[#7](-[#1])-c:1:c(:c(:c(:c(:c:1-[F,Cl,Br,I])-[#1])-[#6](-[#1])-[#1])-[#1])-[#1]",PAINS,6,1,ChEMBL,PAINS filters
674,674,4,thiazole_amine_K(1),n:1:c3:c(:c:c2:c:1nc(s2)-[#7])sc(n3)-[#7],PAINS,6,1,ChEMBL,PAINS filters
675,675,4,het_thio_5_imine_A(1),[#7]=[#6]-1-[#16]-[#6](=[#7])-[#7]=[#6]-1,PAINS,6,1,ChEMBL,PAINS filters
676,676,4,thio_amide_E(1),c:1:c(:n:c:c:c:1)-[#6](=[#16])-[#7](-[#1])-c:2:c(:c:c:c:c:2)-[#8]-[#6](-[#1])-[#1],PAINS,6,1,ChEMBL,PAINS filters
